# Nomogram Data - Bivariate
# Generated on: 2024-08-30 15:24:46
# Comment: MLP German CC data
# Method: lebesgue
# Number of discretization steps: 15
# Categorical threshold: 15
# Response scale: Odds ratio
Account Status_Employment Length_x1,Account Status_Employment Length_x2,Account Status_Employment Length_response,Account Status_Other Plans_x1,Account Status_Other Plans_x2,Account Status_Other Plans_response,Duration (Months)_Credit Amount_x1,Duration (Months)_Credit Amount_x2,Duration (Months)_Credit Amount_response,Duration (Months)_Savings/Bonds_x1,Duration (Months)_Savings/Bonds_x2,Duration (Months)_Savings/Bonds_response,Credit History_Other Plans_x1,Credit History_Other Plans_x2,Credit History_Other Plans_response,Credit Amount_Unknown2_x1,Credit Amount_Unknown2_x2,Credit Amount_Unknown2_response,Employment Length_Other Plans_x1,Employment Length_Other Plans_x2,Employment Length_Other Plans_response,Other Plans_Unknown1_x1,Other Plans_Unknown1_x2,Other Plans_Unknown1_response
0.4019052,-0.83674145,1.0659466,0.8038104,-0.70686704,1.0474885,-0.57004726,1.675822,1.1574954,-0.17450422,0.0,0.97725654,0.46687302,-0.70686704,1.0380269,0.6546179,0.0,0.9979663,0.41837072,-0.70686704,1.0625471,,,
0.4019052,-0.41837072,1.031703,0.8038104,0.0,0.95394206,-0.57004726,1.8800628,1.1879555,-0.17450422,0.32229185,0.9927482,0.46687302,0.0,0.9771347,0.6546179,1.7215279,1.1410527,0.41837072,0.0,0.97217184,,,
0.4019052,0.0,0.9977087,,,,-0.57004726,2.0843036,1.2176585,-0.17450422,0.6445837,1.0142689,0.93374604,-1.4137341,1.2154471,0.8588587,0.0,0.9926054,0.83674145,-1.4137341,1.2204701,,,
0.4019052,0.41837072,0.9742219,,,,-0.57004726,2.2885444,1.2462969,-0.17450422,0.9668755,1.0389556,0.93374604,-0.70686704,1.0442246,0.8588587,1.7215279,1.2044454,0.83674145,-0.70686704,0.99237704,,,
0.4019052,0.83674145,0.9697847,,,,-0.57004726,2.4927852,1.2736506,-0.17450422,1.2891674,1.0637773,0.93374604,0.0,0.9623417,1.0630996,0.0,0.98746324,0.83674145,0.0,0.95713526,,,
0.8038104,-0.83674145,1.1540607,,,,-0.37227574,-0.36658606,0.95807123,0.023267299,0.0,0.9921725,,,,1.0630996,1.7215279,1.2679203,,,,,,
0.8038104,-0.41837072,1.0654819,,,,-0.37227574,-0.16234526,0.95848984,0.023267299,0.32229185,0.995339,,,,1.2673404,0.0,0.9825952,,,,,,
0.8038104,0.0,0.99509996,,,,-0.37227574,0.04189554,0.96372956,0.023267299,0.6445837,1.0003315,,,,1.2673404,1.7215279,1.3306041,,,,,,
0.8038104,0.41837072,0.9533474,,,,-0.37227574,0.24613634,0.97352934,0.023267299,0.9668755,1.0066847,,,,1.4715812,0.0,0.97802126,,,,,,
0.8038104,0.83674145,0.94643414,,,,-0.37227574,0.45037714,0.98742074,0.023267299,1.2891674,1.0134064,,,,1.4715812,1.7215279,1.3920194,,,,,,
,,,,,,-0.37227574,0.6546179,1.0047739,0.22103882,0.0,1.006982,,,,1.675822,0.0,0.97374,,,,,,
,,,,,,-0.37227574,0.8588587,1.024855,0.22103882,0.32229185,0.99942374,,,,1.675822,1.7215279,1.4520037,,,,,,
,,,,,,-0.37227574,1.0630996,1.0468884,0.22103882,0.6445837,0.98865455,,,,1.8800628,0.0,0.9697409,,,,,,
,,,,,,-0.37227574,1.2673404,1.0701122,0.22103882,0.9668755,0.97693795,,,,1.8800628,1.7215279,1.5105987,,,,,,
,,,,,,-0.37227574,1.4715812,1.093828,0.22103882,1.2891674,0.96570647,,,,2.0843036,0.0,0.96601236,,,,,,
,,,,,,-0.37227574,1.675822,1.1174339,0.41881034,0.0,1.0211555,,,,2.0843036,1.7215279,1.5679418,,,,,,
,,,,,,-0.37227574,1.8800628,1.140444,0.41881034,0.32229185,1.0049912,,,,2.2885444,0.0,0.96254456,,,,,,
,,,,,,-0.37227574,2.0843036,1.1624942,0.41881034,0.6445837,0.97978425,,,,2.2885444,1.7215279,1.6241801,,,,,,
,,,,,,-0.37227574,2.2885444,1.1833332,0.41881034,0.9668755,0.9507412,,,,2.4927852,0.0,0.9593303,,,,,,
,,,,,,-0.37227574,2.4927852,1.2028071,0.41881034,1.2891674,0.9220761,,,,2.4927852,1.7215279,1.6794138,,,,,,
,,,,,,-0.17450422,-0.36658606,0.9645739,0.61658186,0.0,1.0341601,,,,,,,,,,,,
,,,,,,-0.17450422,-0.16234526,0.96500456,0.61658186,0.32229185,1.0119075,,,,,,,,,,,,
,,,,,,-0.17450422,0.04189554,0.96849626,0.61658186,0.6445837,0.97410315,,,,,,,,,,,,
,,,,,,-0.17450422,0.24613634,0.9749406,0.61658186,0.9668755,0.9289274,,,,,,,,,,,,
,,,,,,-0.17450422,0.45037714,0.9840754,0.61658186,1.2891674,0.8836723,,,,,,,,,,,,
,,,,,,-0.17450422,0.6546179,0.99550986,0.8143532,0.0,1.0455093,,,,,,,,,,,,
,,,,,,-0.17450422,0.8588587,1.0087616,0.8143532,0.32229185,1.0199157,,,,,,,,,,,,
,,,,,,-0.17450422,1.0630996,1.0232959,0.8143532,0.6445837,0.9717929,,,,,,,,,,,,
,,,,,,-0.17450422,1.2673404,1.0385667,0.8143532,0.9668755,0.91208583,,,,,,,,,,,,
,,,,,,-0.17450422,1.4715812,1.0540572,0.8143532,1.2891674,0.8513519,,,,,,,,,,,,
,,,,,,-0.17450422,1.675822,1.0693121,1.0121248,0.0,1.0548102,,,,,,,,,,,,
,,,,,,-0.17450422,1.8800628,1.0839618,1.0121248,0.32229185,1.0286547,,,,,,,,,,,,
,,,,,,-0.17450422,2.0843036,1.0977356,1.0121248,0.6445837,0.9728167,,,,,,,,,,,,
,,,,,,-0.17450422,2.2885444,1.1104587,1.0121248,0.9668755,0.9005334,,,,,,,,,,,,
,,,,,,-0.17450422,2.4927852,1.122043,1.0121248,1.2891674,0.82565445,,,,,,,,,,,,
,,,,,,0.023267299,-0.36658606,0.9716478,1.2098962,0.0,1.0618016,,,,,,,,,,,,
,,,,,,0.023267299,-0.16234526,0.9724149,1.2098962,0.32229185,1.0376931,,,,,,,,,,,,
,,,,,,0.023267299,0.04189554,0.9741536,1.2098962,0.6445837,0.97692525,,,,,,,,,,,,
,,,,,,0.023267299,0.24613634,0.9768973,1.2098962,0.9668755,0.89431065,,,,,,,,,,,,
,,,,,,0.023267299,0.45037714,0.9806216,1.2098962,1.2891674,0.80680996,,,,,,,,,,,,
,,,,,,0.023267299,0.6546179,0.98524207,1.4076678,0.0,1.0663722,,,,,,,,,,,,
,,,,,,0.023267299,0.8588587,0.9906162,1.4076678,0.32229185,1.0465771,,,,,,,,,,,,
,,,,,,0.023267299,1.0630996,0.99655205,1.4076678,0.6445837,0.98368376,,,,,,,,,,,,
,,,,,,0.023267299,1.2673404,1.0028197,1.4076678,0.9668755,0.89319503,,,,,,,,,,,,
,,,,,,0.023267299,1.4715812,1.0091736,1.4076678,1.2891674,0.7947654,,,,,,,,,,,,
,,,,,,0.023267299,1.675822,1.0153762,1.6054393,0.0,1.0685605,,,,,,,,,,,,
,,,,,,0.023267299,1.8800628,1.0212225,1.6054393,0.32229185,1.054882,,,,,,,,,,,,
,,,,,,0.023267299,2.0843036,1.0265574,1.6054393,0.6445837,0.9925218,,,,,,,,,,,,
,,,,,,0.023267299,2.2885444,1.0312841,1.6054393,0.9668755,0.89673156,,,,,,,,,,,,
,,,,,,0.023267299,2.4927852,1.0353609,1.6054393,1.2891674,0.7892207,,,,,,,,,,,,
,,,,,,0.22103882,-0.36658606,0.97899765,1.8032107,0.0,1.068537,,,,,,,,,,,,
,,,,,,0.22103882,-0.16234526,0.9804536,1.8032107,0.32229185,1.0622616,,,,,,,,,,,,
,,,,,,0.22103882,0.04189554,0.980532,1.8032107,0.6445837,1.0027988,,,,,,,,,,,,
,,,,,,0.22103882,0.24613634,0.9793916,1.8032107,0.9668755,0.9042802,,,,,,,,,,,,
,,,,,,0.22103882,0.45037714,0.97727525,1.8032107,1.2891674,0.7896668,,,,,,,,,,,,
,,,,,,0.22103882,0.6546179,0.9744724,2.0009823,0.0,1.0665709,,,,,,,,,,,,
,,,,,,0.22103882,0.8588587,0.9712689,2.0009823,0.32229185,1.06848,,,,,,,,,,,,
,,,,,,0.22103882,1.0630996,0.96790874,2.0009823,0.6445837,1.0138729,,,,,,,,,,,,
,,,,,,0.22103882,1.2673404,0.9645654,2.0009823,0.9668755,0.9150753,,,,,,,,,,,,
,,,,,,0.22103882,1.4715812,0.9613359,2.0009823,1.2891674,0.7954257,,,,,,,,,,,,
,,,,,,0.22103882,1.675822,0.95824945,2.1987538,0.0,1.0629926,,,,,,,,,,,,
,,,,,,0.22103882,1.8800628,0.9552913,2.1987538,0.32229185,1.0734266,,,,,,,,,,,,
,,,,,,0.22103882,2.0843036,0.95242643,2.1987538,0.6445837,1.0251656,,,,,,,,,,,,
,,,,,,0.22103882,2.2885444,0.9496195,2.1987538,0.9668755,0.92829245,,,,,,,,,,,,
,,,,,,0.22103882,2.4927852,0.946847,2.1987538,1.2891674,0.8056944,,,,,,,,,,,,
,,,,,,0.41881034,-0.36658606,0.98632234,,,,,,,,,,,,,,,
,,,,,,0.41881034,-0.16234526,0.9888186,,,,,,,,,,,,,,,
,,,,,,0.41881034,0.04189554,0.9874247,,,,,,,,,,,,,,,
,,,,,,0.41881034,0.24613634,0.9823964,,,,,,,,,,,,,,,
,,,,,,0.41881034,0.45037714,0.9742676,,,,,,,,,,,,,,,
,,,,,,0.41881034,0.6546179,0.96375906,,,,,,,,,,,,,,,
,,,,,,0.41881034,0.8588587,0.9516638,,,,,,,,,,,,,,,
,,,,,,0.41881034,1.0630996,0.9387396,,,,,,,,,,,,,,,
,,,,,,0.41881034,1.2673404,0.9256282,,,,,,,,,,,,,,,
,,,,,,0.41881034,1.4715812,0.91281414,,,,,,,,,,,,,,,
,,,,,,0.41881034,1.675822,0.9006181,,,,,,,,,,,,,,,
,,,,,,0.41881034,1.8800628,0.88921964,,,,,,,,,,,,,,,
,,,,,,0.41881034,2.0843036,0.8786919,,,,,,,,,,,,,,,
,,,,,,0.41881034,2.2885444,0.86903834,,,,,,,,,,,,,,,
,,,,,,0.41881034,2.4927852,0.8602222,,,,,,,,,,,,,,,
,,,,,,0.61658186,-0.36658606,0.99334097,,,,,,,,,,,,,,,
,,,,,,0.61658186,-0.16234526,0.9971982,,,,,,,,,,,,,,,
,,,,,,0.61658186,0.04189554,0.99460405,,,,,,,,,,,,,,,
,,,,,,0.61658186,0.24613634,0.98587084,,,,,,,,,,,,,,,
,,,,,,0.61658186,0.45037714,0.9718278,,,,,,,,,,,,,,,
,,,,,,0.61658186,0.6546179,0.9536691,,,,,,,,,,,,,,,
,,,,,,0.61658186,0.8588587,0.93275154,,,,,,,,,,,,,,,
,,,,,,0.61658186,1.0630996,0.91040164,,,,,,,,,,,,,,,
,,,,,,0.61658186,1.2673404,0.88776904,,,,,,,,,,,,,,,
,,,,,,0.61658186,1.4715812,0.86574507,,,,,,,,,,,,,,,
,,,,,,0.61658186,1.675822,0.84494334,,,,,,,,,,,,,,,
,,,,,,0.61658186,1.8800628,0.8257257,,,,,,,,,,,,,,,
,,,,,,0.61658186,2.0843036,0.8082532,,,,,,,,,,,,,,,
,,,,,,0.61658186,2.2885444,0.7925432,,,,,,,,,,,,,,,
,,,,,,0.61658186,2.4927852,0.77852017,,,,,,,,,,,,,,,
,,,,,,0.8143532,-0.36658606,0.99981356,,,,,,,,,,,,,,,
,,,,,,0.8143532,-0.16234526,1.0052968,,,,,,,,,,,,,,,
,,,,,,0.8143532,0.04189554,1.0018399,,,,,,,,,,,,,,,
,,,,,,0.8143532,0.24613634,0.9897604,,,,,,,,,,,,,,,
,,,,,,0.8143532,0.45037714,0.9701635,,,,,,,,,,,,,,,
,,,,,,0.8143532,0.6546179,0.9447281,,,,,,,,,,,,,,,
,,,,,,0.8143532,0.8588587,0.91540337,,,,,,,,,,,,,,,
,,,,,,0.8143532,1.0630996,0.8841122,,,,,,,,,,,,,,,
,,,,,,0.8143532,1.2673404,0.85252595,,,,,,,,,,,,,,,
,,,,,,0.8143532,1.4715812,0.8219418,,,,,,,,,,,,,,,
,,,,,,0.8143532,1.675822,0.79325175,,,,,,,,,,,,,,,
,,,,,,0.8143532,1.8800628,0.76697916,,,,,,,,,,,,,,,
,,,,,,0.8143532,2.0843036,0.74335057,,,,,,,,,,,,,,,
,,,,,,0.8143532,2.2885444,0.72237635,,,,,,,,,,,,,,,
,,,,,,0.8143532,2.4927852,0.7039264,,,,,,,,,,,,,,,
,,,,,,1.0121248,-0.36658606,1.005553,,,,,,,,,,,,,,,
,,,,,,1.0121248,-0.16234526,1.0128545,,,,,,,,,,,,,,,
,,,,,,1.0121248,0.04189554,1.008914,,,,,,,,,,,,,,,
,,,,,,1.0121248,0.24613634,0.9939968,,,,,,,,,,,,,,,
,,,,,,1.0121248,0.45037714,0.9694377,,,,,,,,,,,,,,,
,,,,,,1.0121248,0.6546179,0.9373754,,,,,,,,,,,,,,,
,,,,,,1.0121248,0.8588587,0.90034384,,,,,,,,,,,,,,,
,,,,,,1.0121248,1.0630996,0.86085993,,,,,,,,,,,,,,,
,,,,,,1.0121248,1.2673404,0.8211105,,,,,,,,,,,,,,,
,,,,,,1.0121248,1.4715812,0.7827832,,,,,,,,,,,,,,,
,,,,,,1.0121248,1.675822,0.7470276,,,,,,,,,,,,,,,
,,,,,,1.0121248,1.8800628,0.71450627,,,,,,,,,,,,,,,
,,,,,,1.0121248,2.0843036,0.68549275,,,,,,,,,,,,,,,
,,,,,,1.0121248,2.2885444,0.6599784,,,,,,,,,,,,,,,
,,,,,,1.0121248,2.4927852,0.63777107,,,,,,,,,,,,,,,
,,,,,,1.2098962,-0.36658606,1.0104234,,,,,,,,,,,,,,,
,,,,,,1.2098962,-0.16234526,1.0196589,,,,,,,,,,,,,,,
,,,,,,1.2098962,0.04189554,1.015633,,,,,,,,,,,,,,,
,,,,,,1.2098962,0.24613634,0.99849814,,,,,,,,,,,,,,,
,,,,,,1.2098962,0.45037714,0.9697509,,,,,,,,,,,,,,,
,,,,,,1.2098962,0.6546179,0.9319283,,,,,,,,,,,,,,,
,,,,,,1.2098962,0.8588587,0.8881032,,,,,,,,,,,,,,,
,,,,,,1.2098962,1.0630996,0.84135485,,,,,,,,,,,,,,,
,,,,,,1.2098962,1.2673404,0.79436153,,,,,,,,,,,,,,,
,,,,,,1.2098962,1.4715812,0.7491807,,,,,,,,,,,,,,,
,,,,,,1.2098962,1.675822,0.7071992,,,,,,,,,,,,,,,
,,,,,,1.2098962,1.8800628,0.66920274,,,,,,,,,,,,,,,
,,,,,,1.2098962,2.0843036,0.6355006,,,,,,,,,,,,,,,
,,,,,,1.2098962,2.2885444,0.6060611,,,,,,,,,,,,,,,
,,,,,,1.2098962,2.4927852,0.58063287,,,,,,,,,,,,,,,
,,,,,,1.4076678,-0.36658606,1.0143325,,,,,,,,,,,,,,,
,,,,,,1.4076678,-0.16234526,1.0255488,,,,,,,,,,,,,,,
,,,,,,1.4076678,0.04189554,1.0218323,,,,,,,,,,,,,,,
,,,,,,1.4076678,0.24613634,1.0031682,,,,,,,,,,,,,,,
,,,,,,1.4076678,0.45037714,0.9711293,,,,,,,,,,,,,,,
,,,,,,1.4076678,0.6546179,0.92856014,,,,,,,,,,,,,,,
,,,,,,1.4076678,0.8588587,0.87899333,,,,,,,,,,,,,,,
,,,,,,1.4076678,1.0630996,0.82601213,,,,,,,,,,,,,,,
,,,,,,1.4076678,1.2673404,0.7727487,,,,,,,,,,,,,,,
,,,,,,1.4076678,1.4715812,0.7216066,,,,,,,,,,,,,,,
,,,,,,1.4076678,1.675822,0.6741966,,,,,,,,,,,,,,,
,,,,,,1.4076678,1.8800628,0.6314201,,,,,,,,,,,,,,,
,,,,,,1.4076678,2.0843036,0.59362113,,,,,,,,,,,,,,,
,,,,,,1.4076678,2.2885444,0.5607498,,,,,,,,,,,,,,,
,,,,,,1.4076678,2.4927852,0.532505,,,,,,,,,,,,,,,
,,,,,,1.6054393,-0.36658606,1.0172206,,,,,,,,,,,,,,,
,,,,,,1.6054393,-0.16234526,1.0304118,,,,,,,,,,,,,,,
,,,,,,1.6054393,0.04189554,1.0273814,,,,,,,,,,,,,,,
,,,,,,1.6054393,0.24613634,1.0078993,,,,,,,,,,,,,,,
,,,,,,1.6054393,0.45037714,0.9735239,,,,,,,,,,,,,,,
,,,,,,1.6054393,0.6546179,0.92729723,,,,,,,,,,,,,,,
,,,,,,1.6054393,0.8588587,0.8731087,,,,,,,,,,,,,,,
,,,,,,1.6054393,1.0630996,0.814967,,,,,,,,,,,,,,,
,,,,,,1.6054393,1.2673404,0.7564083,,,,,,,,,,,,,,,
,,,,,,1.6054393,1.4715812,0.700158,,,,,,,,,,,,,,,
,,,,,,1.6054393,1.675822,0.64804405,,,,,,,,,,,,,,,
,,,,,,1.6054393,1.8800628,0.60108703,,,,,,,,,,,,,,,
,,,,,,1.6054393,2.0843036,0.5596742,,,,,,,,,,,,,,,
,,,,,,1.6054393,2.2885444,0.523749,,,,,,,,,,,,,,,
,,,,,,1.6054393,2.4927852,0.49297455,,,,,,,,,,,,,,,
,,,,,,1.8032107,-0.36658606,1.0190557,,,,,,,,,,,,,,,
,,,,,,1.8032107,-0.16234526,1.0341805,,,,,,,,,,,,,,,
,,,,,,1.8032107,0.04189554,1.032183,,,,,,,,,,,,,,,
,,,,,,1.8032107,0.24613634,1.012578,,,,,,,,,,,,,,,
,,,,,,1.8032107,0.45037714,0.97682023,,,,,,,,,,,,,,,
,,,,,,1.8032107,0.6546179,0.92803323,,,,,,,,,,,,,,,
,,,,,,1.8032107,0.8588587,0.87034863,,,,,,,,,,,,,,,
,,,,,,1.8032107,1.0630996,0.8081096,,,,,,,,,,,,,,,
,,,,,,1.8032107,1.2673404,0.74519837,,,,,,,,,,,,,,,
,,,,,,1.8032107,1.4715812,0.6846361,,,,,,,,,,,,,,,
,,,,,,1.8032107,1.675822,0.628465,,,,,,,,,,,,,,,
,,,,,,1.8032107,1.8800628,0.57783484,,,,,,,,,,,,,,,
,,,,,,1.8032107,2.0843036,0.5331932,,,,,,,,,,,,,,,
,,,,,,1.8032107,2.2885444,0.4944947,,,,,,,,,,,,,,,
,,,,,,1.8032107,2.4927852,0.46138486,,,,,,,,,,,,,,,
,,,,,,2.0009823,-0.36658606,1.0198343,,,,,,,,,,,,,,,
,,,,,,2.0009823,-0.16234526,1.0368304,,,,,,,,,,,,,,,
,,,,,,2.0009823,0.04189554,1.0361736,,,,,,,,,,,,,,,
,,,,,,2.0009823,0.24613634,1.0170919,,,,,,,,,,,,,,,
,,,,,,2.0009823,0.45037714,0.9808547,,,,,,,,,,,,,,,
,,,,,,2.0009823,0.6546179,0.93055546,,,,,,,,,,,,,,,
,,,,,,2.0009823,0.8588587,0.8704539,,,,,,,,,,,,,,,
,,,,,,2.0009823,1.0630996,0.80513334,,,,,,,,,,,,,,,
,,,,,,2.0009823,1.2673404,0.73875993,,,,,,,,,,,,,,,
,,,,,,2.0009823,1.4715812,0.6746217,,,,,,,,,,,,,,,
,,,,,,2.0009823,1.675822,0.61497164,,,,,,,,,,,,,,,
,,,,,,2.0009823,1.8800628,0.56110275,,,,,,,,,,,,,,,
,,,,,,2.0009823,2.0843036,0.513543,,,,,,,,,,,,,,,
,,,,,,2.0009823,2.2885444,0.47228,,,,,,,,,,,,,,,
,,,,,,2.0009823,2.4927852,0.43696114,,,,,,,,,,,,,,,
,,,,,,2.1987538,-0.36658606,1.0195893,,,,,,,,,,,,,,,
,,,,,,2.1987538,-0.16234526,1.0383818,,,,,,,,,,,,,,,
,,,,,,2.1987538,0.04189554,1.0393246,,,,,,,,,,,,,,,
,,,,,,2.1987538,0.24613634,1.0213373,,,,,,,,,,,,,,,
,,,,,,2.1987538,0.45037714,0.98543394,,,,,,,,,,,,,,,
,,,,,,2.1987538,0.6546179,0.9345782,,,,,,,,,,,,,,,
,,,,,,2.1987538,0.8588587,0.87305224,,,,,,,,,,,,,,,
,,,,,,2.1987538,1.0630996,0.8055898,,,,,,,,,,,,,,,
,,,,,,2.1987538,1.2673404,0.7365795,,,,,,,,,,,,,,,
,,,,,,2.1987538,1.4715812,0.66954404,,,,,,,,,,,,,,,
,,,,,,2.1987538,1.675822,0.60694134,,,,,,,,,,,,,,,
,,,,,,2.1987538,1.8800628,0.5502183,,,,,,,,,,,,,,,
,,,,,,2.1987538,2.0843036,0.5000032,,,,,,,,,,,,,,,
,,,,,,2.1987538,2.2885444,0.4563396,,,,,,,,,,,,,,,
,,,,,,2.1987538,2.4927852,0.4188975,,,,,,,,,,,,,,,
